episode_id,t,s_indoor,s_outdoor,s_tod,s_occ,s_price,action,reward,s2_indoor,s2_outdoor,s2_tod,s2_occ,s2_price,done
1,7,19.328838,12.239221,0.75,17.0,0.43185136,1,-2.1610233783721924,18.930532,11.909392,1.0,15.0,0.4155581,0
1,8,18.930532,11.909392,1.0,15.0,0.4155581,1,-2.507452964782715,18.590168,11.733796,1.25,14.0,0.47620884,0
1,9,18.590168,11.733796,1.25,14.0,0.47620884,2,-3.2483396530151367,18.712599,11.607477,1.5,9.0,0.46093845,0
1,10,18.712599,11.607477,1.5,9.0,0.46093845,0,-2.8297369480133057,18.473303,11.706007,1.75,11.0,0.51013285,0
1,11,18.473303,11.706007,1.75,11.0,0.51013285,1,-3.0372390747070312,18.06294,11.7533455,2.0,7.0,0.50179625,0
1,12,18.06294,11.7533455,2.0,7.0,0.50179625,1,-3.3334269523620605,17.763744,11.609772,2.25,8.0,0.47171253,0
1,13,17.763744,11.609772,2.25,8.0,0.47171253,0,-3.586764335632324,17.74368,11.604785,2.5,7.0,0.6014778,0
1,14,17.74368,11.604785,2.5,7.0,0.6014778,0,-3.786529541015625,17.567266,11.752652,2.75,9.0,0.6793196,0
1,15,17.567266,11.752652,2.75,9.0,0.6793196,0,-3.830338716506958,17.531404,11.762137,3.0,11.0,0.70581037,0
1,16,17.531404,11.762137,3.0,11.0,0.70581037,2,-4.292931079864502,17.8752,11.703486,3.25,14.0,0.6681315,0
1,17,17.8752,11.703486,3.25,14.0,0.6681315,1,-3.566131591796875,17.54953,11.722659,3.5,18.0,0.6566165,0
1,18,17.54953,11.722659,3.5,18.0,0.6566165,2,-4.294365406036377,17.908176,11.702958,3.75,16.0,0.7025418,0
1,19,17.908176,11.702958,3.75,16.0,0.7025418,2,-4.176977634429932,18.005629,11.67567,4.0,19.0,0.68260634,0
1,20,18.005629,11.67567,4.0,19.0,0.68260634,1,-3.4016876220703125,17.716541,11.594225,4.25,19.0,0.68228805,0
1,21,17.716541,11.594225,4.25,19.0,0.68228805,1,-3.6567800045013428,17.458063,11.47538,4.5,17.0,0.64843154,0
1,22,17.458063,11.47538,4.5,17.0,0.64843154,2,-4.4108381271362305,17.731888,11.430585,4.75,20.0,0.6427259,0
1,23,17.731888,11.430585,4.75,20.0,0.6427259,1,-3.719377279281616,17.398603,11.510235,5.0,19.0,0.67980707,0
1,24,17.398603,11.510235,5.0,19.0,0.67980707,2,-4.403450012207031,17.742994,11.487058,5.25,14.0,0.6464442,0
1,25,17.742994,11.487058,5.25,14.0,0.6464442,0,-3.6958436965942383,17.660711,11.459036,5.5,14.0,0.68851656,0
1,26,17.660711,11.459036,5.5,14.0,0.68851656,2,-4.405618667602539,17.871107,11.365769,5.75,11.0,0.7767258,0
1,27,17.871107,11.365769,5.75,11.0,0.7767258,2,-4.224025726318359,18.038116,11.541876,6.0,13.0,0.76214236,0
1,28,18.038116,11.541876,6.0,13.0,0.76214236,2,-3.929762840270996,18.253551,11.3919935,6.25,13.0,0.6833142,0
1,29,18.253551,11.3919935,6.25,13.0,0.6833142,0,-3.2254533767700195,18.122677,11.43096,6.5,11.0,0.66043365,0
1,30,18.122677,11.43096,6.5,11.0,0.66043365,2,-3.970061779022217,18.258245,11.276269,6.75,6.0,0.72830737,0
1,31,18.258245,11.276269,6.75,6.0,0.72830737,1,-3.20003080368042,17.921404,11.420529,7.0,10.0,0.7143462,0
1,32,17.921404,11.420529,7.0,10.0,0.7143462,1,-3.5134024620056152,17.60765,11.451948,7.25,6.0,0.71053267,0
1,33,17.60765,11.451948,7.25,6.0,0.71053267,0,-3.743180274963379,17.651125,11.282305,7.5,3.0,0.8143507,0
1,34,17.651125,11.282305,7.5,3.0,0.8143507,1,-3.774320602416992,17.351746,11.205504,7.75,6.0,0.7606615,0
1,35,17.351746,11.205504,7.75,6.0,0.7606615,0,-4.081446170806885,17.311092,11.257815,8.0,10.0,0.8084616,0
1,36,17.311092,11.257815,8.0,10.0,0.8084616,1,-4.132888317108154,16.987492,11.411817,8.25,9.0,0.70379704,0
1,37,16.987492,11.411817,8.25,9.0,0.70379704,0,-4.391752243041992,16.956495,11.44558,8.5,7.0,0.6608255,0
1,38,16.956495,11.44558,8.5,7.0,0.6608255,1,-4.442713737487793,16.676655,11.396957,8.75,12.0,0.693684,0
1,39,16.676655,11.396957,8.75,12.0,0.693684,2,-5.1279706954956055,17.058586,11.403516,9.0,11.0,0.686557,0
1,40,17.058586,11.403516,9.0,11.0,0.686557,2,-4.759807586669922,17.37438,11.485098,9.25,7.0,0.6341879,0
1,41,17.37438,11.485098,9.25,7.0,0.6341879,2,-4.433650016784668,17.764212,11.393785,9.5,6.0,0.6978619,0
1,42,17.764212,11.393785,9.5,6.0,0.6978619,1,-3.7179644107818604,17.411005,11.345363,9.75,4.0,0.78969425,0
1,43,17.411005,11.345363,9.75,4.0,0.78969425,1,-4.020743370056152,17.105846,11.362111,10.0,1.0,0.76589763,0
1,44,17.105846,11.362111,10.0,1.0,0.76589763,1,-4.355801582336426,16.766228,11.125596,10.25,0.0,0.72029203,0
1,45,16.766228,11.125596,10.25,0.0,0.72029203,2,-5.0722198486328125,17.184973,11.222593,10.5,0.0,0.75719273,0
